Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
AMH,American Homes 4 Rent,22.32,$6.6B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh,#VALUE!
PII,Polaris Industries Inc.,107.77,$6.71B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pii,#VALUE!
ARW,"Arrow Electronics, Inc.",76.81,$6.73B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw,#VALUE!
TGE,"Tallgrass Energy, LP",24.24,$6.79B,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tge,#VALUE!
EQM,"EQT Midstream Partners, LP",55.62,$6.7B,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/eqm,#VALUE!
ICL,Israel Chemicals Shs,5.23,$6.7B,2014,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/icl,#VALUE!
AIV,Apartment Investment and Management Company,43.3,$6.81B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv,#VALUE!
ADT,ADT Inc.,8.9,$6.82B,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt,#VALUE!
AIZ,"Assurant, Inc.",108.91,$6.87B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz,#VALUE!
MFGP,Micro Focus Intl PLC,15.78,$6.89B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp,#VALUE!
EQGP,"EQT GP Holdings, LP",22.49,$6.8B,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/eqgp,#VALUE!
JLL,Jones Lang LaSalle Incorporated,151.97,$6.91B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll,#VALUE!
KIM,Kimco Realty Corporation,16.4,$6.91B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim,#VALUE!
HOG,"Harley-Davidson, Inc.",41.6,$6.92B,n/a,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/hog,#VALUE!
HP,"Helmerich & Payne, Inc.",63.56,$6.92B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hp,#VALUE!
NNN,National Retail Properties,45.1,$6.94B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nnn,#VALUE!
WPC,W.P. Carey Inc.,64.77,$6.94B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wpc,#VALUE!
JHX,James Hardie Industries plc.,15.8,$6.98B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/jhx,#VALUE!
ENB,Enbridge Inc,35.51,$60.91B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb,#VALUE!
CB,Chubb Limited,133.11,$61.7B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cb,#VALUE!
VMW,"Vmware, Inc.",152.25,$61.94B,2007,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vmw,#VALUE!
OXY,Occidental Petroleum Corporation,79.66,$61B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy,#VALUE!
SYK,Stryker Corporation,166.21,$62.16B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk,#VALUE!
AGN,Allergan plc.,184.46,$62.54B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn,#VALUE!
TJX,"TJX Companies, Inc. (The)",101,$63.15B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx,#VALUE!
EPD,Enterprise Products Partners L.P.,29.3,$63.66B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd,#VALUE!
AET,Aetna Inc.,196.95,$64.42B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aet,#VALUE!
FDX,FedEx Corporation,243.7,$64.81B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/fdx,#VALUE!
CNI,Canadian National Railway Company,89.24,$65.64B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/cni,#VALUE!
AMT,American Tower Corporation (REIT),149.11,$65.86B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt,#VALUE!
PNC,"PNC Financial Services Group, Inc. (The)",142.72,$66.36B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnc,#VALUE!
E,ENI S.p.A.,36.59,$66.49B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e,#VALUE!
BDX,"Becton, Dickinson and Company",250.4,$66.91B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx,#VALUE!
SU,Suncor Energy  Inc.,41.18,$67.23B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su,#VALUE!
SCHW,The Charles Schwab Corporation,50.53,$68.17B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw,#VALUE!
LFC,China Life Insurance Company Limited,12.07,$68.23B,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/lfc,#VALUE!
SNE,Sony Corp Ord,54.28,$68.69B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne,#VALUE!
ANTM,"Anthem, Inc.",264.97,$68.88B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm,#VALUE!
BSBR,Banco Santander Brasil SA,9.25,$69.16B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr,#VALUE!
INGR,Ingredion Incorporated,97.22,$7.02B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ingr,#VALUE!
LPL,"LG Display Co., Ltd.",9.83,$7.03B,2004,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lpl,#VALUE!
EPAM,"EPAM Systems, Inc.",131.91,$7.04B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/epam,#VALUE!
DLB,Dolby Laboratories,67.68,$7.05B,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb,#VALUE!
GGB,Gerdau S.A.,4.15,$7.05B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/ggb,#VALUE!
RNG,"Ringcentral, Inc.",89.6,$7.05B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/rng,#VALUE!
MBT,Mobile TeleSystems OJSC,7.5,$7.07B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mbt,#VALUE!
BAH,Booz Allen Hamilton Holding Corporation,49.37,$7.08B,2010,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/bah,#VALUE!
EGN,Energen Corporation,73.14,$7.13B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egn,#VALUE!
CFR,"Cullen/Frost Bankers, Inc.",111.94,$7.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr,#VALUE!
KRC,Kilroy Realty Corporation,71.69,$7.21B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc,#VALUE!
AXTA,Axalta Coating Systems Ltd.,30.25,$7.28B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta,#VALUE!
TSU,TIM Participacoes S.A.,15.06,$7.29B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tsu,#VALUE!
WPX,"WPX Energy, Inc.",18.23,$7.29B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wpx,#VALUE!
TWLO,Twilio Inc.,76.75,$7.35B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo,#VALUE!
USFD,US Foods Holding Corp.,34.07,$7.36B,2016,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/usfd,#VALUE!
OGE,OGE Energy Corp,36.92,$7.37B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/oge,#VALUE!
CSL,Carlisle Companies Incorporated,123.65,$7.39B,n/a,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/csl,#VALUE!
VER,VEREIT Inc.,7.66,$7.42B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ver,#VALUE!
VICI,VICI Properties Inc.,20.1,$7.44B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vici,#VALUE!
PNR,Pentair plc.,42.5,$7.45B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pnr,#VALUE!
SC,Santander Consumer USA Holdings Inc.,20.69,$7.47B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc,#VALUE!
MSG,The Madison Square Garden Company,312.86,$7.4B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,#VALUE!
SCI,Service Corporation International,41.25,$7.56B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci,#VALUE!
BHC,Bausch Health Companies Inc.,21.52,$7.5B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc,#VALUE!
HUN,Huntsman Corporation,31.86,$7.62B,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hun,#VALUE!
TEO,Telecom Argentina Stet - France Telecom S.A.,17.79,$7.66B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo,#VALUE!
GGG,Graco Inc.,46.03,$7.69B,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ggg,#VALUE!
ENBL,"Enable Midstream Partners, LP",17.54,$7.6B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enbl,#VALUE!
ALK,"Alaska Air Group, Inc.",62.75,$7.73B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk,#VALUE!
GWRE,"Guidewire Software, Inc.",97.03,$7.79B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gwre,#VALUE!
MGP,MGM Growth Properties LLC,29.29,$7.79B,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mgp,#VALUE!
UNM,Unum Group,35.34,$7.82B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/unm,#VALUE!
WGP,"Western Gas Equity Partners, LP",35.93,$7.87B,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/wgp,#VALUE!
EHC,Encompass Health Corporation,79.76,$7.88B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ehc,#VALUE!
PF,"Pinnacle Foods, Inc.",66.13,$7.88B,2013,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/pf,#VALUE!
BKI,"Black Knight, Inc.",52.8,$7.89B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki,#VALUE!
CC,Chemours Company (The),44.34,$7.89B,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cc,#VALUE!
ALLE,Allegion plc,83.27,$7.91B,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle,#VALUE!
FLR,Fluor Corporation,56.28,$7.91B,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/flr,#VALUE!
PHM,"PulteGroup, Inc.",27.85,$7.91B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/phm,#VALUE!
WEX,WEX Inc.,183.52,$7.91B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wex,#VALUE!
AMG,"Affiliated Managers Group, Inc.",146.63,$7.96B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg,#VALUE!
FBHS,"Fortune Brands Home & Security, Inc.",54.17,$7.9B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/fbhs,#VALUE!
DHR,Danaher Corporation,100.79,$70.53B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr,#VALUE!
VALE,VALE S.A.,13.64,$70.89B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vale,#VALUE!
EOG,"EOG Resources, Inc.",123.07,$71.24B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog,#VALUE!
BNS,Bank of Nova Scotia (The),58.77,$72.43B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns,#VALUE!
CVS,CVS Health Corporation,71.38,$72.57B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs,#VALUE!
WBK,Westpac Banking Corporation,21.7,$73.48B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/wbk,#VALUE!
ITUB,Itau Unibanco Banco Holding SA,11.49,$74.55B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub,#VALUE!
PBR,Petroleo Brasileiro S.A.- Petrobras,11.55,$75.33B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr,#VALUE!
BLK,"BlackRock, Inc.",477.21,$76.73B,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/blk,#VALUE!
MUFG,Mitsubishi UFJ Financial Group Inc,5.9,$77.41B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mufg,#VALUE!
ABEV,Ambev S.A.,5.01,$78.75B,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev,#VALUE!
TER,"Teradyne, Inc.",41.88,$8.01B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,#VALUE!
WHR,Whirlpool Corporation,124.35,$8.03B,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/whr,#VALUE!
SUI,"Sun Communities, Inc.",99.82,$8.09B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui,#VALUE!
ALV,"Autoliv, Inc.",93.49,$8.14B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv,#VALUE!
PAYC,"Paycom Software, Inc.",137.9,$8.14B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/payc,#VALUE!
SERV,"ServiceMaster Global Holdings, Inc.",60.43,$8.18B,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv,#VALUE!
JEF,Jefferies Financial Group Inc.,23.77,$8.19B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/jef,#VALUE!
BRO,"Brown & Brown, Inc.",29.74,$8.21B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/bro,#VALUE!
XEC,Cimarex Energy Co,86.01,$8.21B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xec,#VALUE!
AA,Alcoa Corporation,44.13,$8.23B,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa,#VALUE!
ELS,"Equity Lifestyle Properties, Inc.",92.56,$8.25B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/els,#VALUE!
MOH,Molina Healthcare Inc,133.92,$8.26B,2003,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/moh,#VALUE!
MAC,Macerich Company (The),58.68,$8.27B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac,#VALUE!
FDS,FactSet Research Systems Inc.,216.83,$8.32B,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds,#VALUE!
TDY,Teledyne Technologies Incorporated,232.95,$8.33B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy,#VALUE!
AER,Aercap Holdings N.V.,56.7,$8.34B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer,#VALUE!
KAR,"KAR Auction Services, Inc",61.9,$8.35B,2009,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kar,#VALUE!
VOYA,"Voya Financial, Inc.",49.51,$8.36B,2013,Finance,Life Insurance,https://www.nasdaq.com/symbol/voya,#VALUE!
CEA,China Eastern Airlines Corporation Ltd.,28.7,$8.3B,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cea,#VALUE!
DATA,"Tableau Software, Inc.",103.19,$8.41B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data,#VALUE!
IPG,"Interpublic Group of Companies, Inc. (The)",22.13,$8.49B,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg,#VALUE!
RPM,RPM International Inc.,63.59,$8.49B,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm,#VALUE!
QGEN,Qiagen N.V.,37.9,$8.62B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen,#VALUE!
WST,"West Pharmaceutical Services, Inc.",117.25,$8.63B,n/a,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/wst,#VALUE!
AVAL,Grupo Aval Acciones y Valores S.A.,7.76,$8.65B,2014,Finance,Commercial Banks,https://www.nasdaq.com/symbol/aval,#VALUE!
CPT,Camden Property Trust,93.39,$8.66B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cpt,#VALUE!
WU,Western Union Company (The),18.81,$8.67B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wu,#VALUE!
WES,"Western Gas Partners, LP",52.24,$8.68B,2008,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/wes,#VALUE!
BG,Bunge Limited,61.95,$8.73B,2001,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bg,#VALUE!
LII,"Lennox International, Inc.",217.53,$8.76B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii,#VALUE!
H,Hyatt Hotels Corporation,77.59,$8.7B,2009,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h,#VALUE!
COTY,Coty Inc.,11.77,$8.83B,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty,#VALUE!
WPM,Wheaton Precious Metals Corp.,19.93,$8.84B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wpm,#VALUE!
SLG,SL Green Realty Corporation,103.29,$8.85B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg,#VALUE!
RE,"Everest Re Group, Ltd.",214.66,$8.8B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/re,#VALUE!
UA,"Under Armour, Inc.",19.79,$8.8B,2016,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ua,#VALUE!
HLF,Herbalife Nutrition Ltd.,57.45,$8.91B,2004,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/hlf,#VALUE!
PAGS,PagSeguro Digital Ltd.,28.31,$8.92B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/pags,#VALUE!
AES,The AES Corporation,13.5,$8.93B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes,#VALUE!
AEM,Agnico Eagle Mines Limited,38.3,$8.95B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem,#VALUE!
TYL,"Tyler Technologies, Inc.",234.22,$8.97B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl,#VALUE!
LOW,"Lowe&#39;s Companies, Inc.",98.4,$80.31B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low,#VALUE!
CAT,"Caterpillar, Inc.",134.92,$80.68B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cat,#VALUE!
NEE,"NextEra Energy, Inc.",171.94,$81.09B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee,#VALUE!
SAN,"Banco Santander, S.A.",5.06,$81.65B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san,#VALUE!
MS,Morgan Stanley,47.86,$83.76B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ms,#VALUE!
COP,ConocoPhillips,72.15,$83.85B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cop,#VALUE!
EQNR,Equinor ASA,25.49,$84.87B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/eqnr,#VALUE!
RIO,Rio Tinto Plc,49.03,$85.51B,2002,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio,#VALUE!
GS,"Goldman Sachs Group, Inc. (The)",229.56,$86.71B,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gs,#VALUE!
USB,U.S. Bancorp,53.17,$86.99B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb,#VALUE!
AXP,American Express Company,102.18,$87.98B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp,#VALUE!
DEO,Diageo plc,143.31,$88.18B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo,#VALUE!
HDB,HDFC Bank Limited,99.99,$88.1B,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb,#VALUE!
SLB,Schlumberger N.V.,64.8,$89.69B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb,#VALUE!
RGA,"Reinsurance Group of America, Incorporated",141.56,$9.01B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/rga,#VALUE!
LB,"L Brands, Inc.",32.72,$9.07B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb,#VALUE!
PNW,Pinnacle West Capital Corporation,81.37,$9.11B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnw,#VALUE!
WUBA,58.com Inc.,61.92,$9.13B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba,#VALUE!
PSO,"Pearson, Plc",11.71,$9.14B,n/a,Consumer Services,Books,https://www.nasdaq.com/symbol/pso,#VALUE!
JWN,"Nordstrom, Inc.",54.88,$9.19B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/jwn,#VALUE!
ST,Sensata Technologies Holding plc,54.48,$9.24B,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st,#VALUE!
BWA,BorgWarner Inc.,44.27,$9.25B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/bwa,#VALUE!
NLSN,Nielsen N.V.,26.05,$9.25B,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn,#VALUE!
ENIA,Enel Americas S.A.,7.95,$9.27B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enia,#VALUE!
ATHM,Autohome Inc.,79.34,$9.29B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,#VALUE!
FRT,Federal Realty Investment Trust,125.64,$9.2B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/frt,#VALUE!
PE,"Parsley Energy, Inc.",29.43,$9.32B,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pe,#VALUE!
ZAYO,"Zayo Group Holdings, Inc.",37.65,$9.36B,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/zayo,#VALUE!
JNPR,"Juniper Networks, Inc.",26.9,$9.39B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr,#VALUE!
WRB,W.R. Berkley Corporation,76.41,$9.3B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/wrb,#VALUE!
UGI,UGI Corporation,54.67,$9.46B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ugi,#VALUE!
PKI,"PerkinElmer, Inc.",85.63,$9.47B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pki,#VALUE!
AVY,Avery Dennison Corporation,107.82,$9.49B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy,#VALUE!
