Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
CANG,Cango Inc.,10.181,$1.54B,2018,n/a,n/a,https://www.nasdaq.com/symbol/cang,#VALUE!
MATX,"Matson, Inc.",36.15,$1.54B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/matx,#VALUE!
TY,Tri Continental Corporation,27.52,$1.54B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ty,#VALUE!
FTAI,Fortress Transportation and Infrastructure Investors LLC,18.81,$1.56B,2015,n/a,n/a,https://www.nasdaq.com/symbol/ftai,#VALUE!
FSS,Federal Signal Corporation,26.15,$1.57B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fss,#VALUE!
FRAC,"Keane Group, Inc.",14.1,$1.58B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/frac,#VALUE!
GME,Gamestop Corporation,15.5,$1.58B,2002,Consumer Services,Electronics Distribution,https://www.nasdaq.com/symbol/gme,#VALUE!
KN,Knowles Corporation,17.5,$1.58B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn,#VALUE!
UVE,UNIVERSAL INSURANCE HOLDINGS INC,45.45,$1.58B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uve,#VALUE!
GPI,"Group 1 Automotive, Inc.",75.98,$1.59B,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gpi,#VALUE!
NGL,NGL ENERGY PARTNERS LP,13.05,$1.59B,2011,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ngl,#VALUE!
ONE,OneSmart International Education Group Limited,9.75,$1.59B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/one,#VALUE!
TYG,Tortoise Energy Infrastructure Corporation,29.25,$1.59B,2004,n/a,n/a,https://www.nasdaq.com/symbol/tyg,#VALUE!
BTT,BlackRock Municipal Target Term Trust Inc. (The),21.32,$1.5B,2012,n/a,n/a,https://www.nasdaq.com/symbol/btt,#VALUE!
CEPU,Central Puerto S.A.,9.94,$1.5B,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cepu,#VALUE!
KRA,Kraton Corporation,47.14,$1.5B,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra,#VALUE!
NP,"Neenah, Inc.",88.95,$1.5B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/np,#VALUE!
SPH,"Suburban Propane Partners, L.P.",24.44,$1.5B,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph,#VALUE!
SPXC,SPX Corporation,34.91,$1.5B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc,#VALUE!
AIR,AAR Corp.,46.26,$1.61B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air,#VALUE!
NSA,National Storage Affiliates Trust,28.45,$1.61B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nsa,#VALUE!
AYR,Aircastle Limited,20.68,$1.62B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr,#VALUE!
BV,"BrightView Holdings, Inc.",16.37,$1.62B,2018,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/bv,#VALUE!
CCO,"Clear Channel Outdoor Holdings, Inc.",4.45,$1.62B,2005,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cco,#VALUE!
GHG,GreenTree Hospitality Group Ltd.,15.97,$1.62B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ghg,#VALUE!
SCS,Steelcase Inc.,13.9,$1.62B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs,#VALUE!
ADX,"Adams Diversified Equity Fund, Inc.",16.11,$1.63B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx,#VALUE!
AROC,"Archrock, Inc.",12.6,$1.63B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc,#VALUE!
GAB,"Gabelli Equity Trust, Inc. (The)",6.45,$1.63B,1986,n/a,n/a,https://www.nasdaq.com/symbol/gab,#VALUE!
OXM,"Oxford Industries, Inc.",96.11,$1.63B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/oxm,#VALUE!
USAC,"USA Compression Partners, LP",16.96,$1.63B,2013,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/usac,#VALUE!
BEL,Belmond Ltd.,15.95,$1.64B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel,#VALUE!
CJ,"C&J Energy Services, Inc",23.99,$1.64B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cj,#VALUE!
CRC,California Resources Corporation,32.08,$1.64B,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crc,#VALUE!
NEXA,Nexa Resources S.A.,12.27,$1.64B,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nexa,#VALUE!
RDC,Rowan Companies plc,12.96,$1.64B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rdc,#VALUE!
TAC,TransAlta Corporation,5.75,$1.65B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tac,#VALUE!
FCPT,"Four Corners Property Trust, Inc.",26.48,$1.67B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fcpt,#VALUE!
HTZ,"Hertz Global Holdings, Inc",19.9,$1.67B,2016,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/htz,#VALUE!
CEO,CNOOC Limited,159.41,$1.68B,2001,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceo,#VALUE!
WDR,"Waddell & Reed Financial, Inc.",20.47,$1.68B,1998,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wdr,#VALUE!
ADC,Agree Realty Corporation,54.43,$1.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc,#VALUE!
ALEX,"Alexander & Baldwin, Inc.",23.5,$1.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex,#VALUE!
CAL,"Caleres, Inc.",37.07,$1.6B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/cal,#VALUE!
CSTM,Constellium N.V.,11.85,$1.6B,2013,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/cstm,#VALUE!
DAVA,Endava plc,30.43,$1.6B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/dava,#VALUE!
FN,Fabrinet,43.29,$1.6B,2010,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/fn,#VALUE!
LC,LendingClub Corporation,3.81,$1.6B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lc,#VALUE!
FCF,First Commonwealth Financial Corporation,17.01,$1.71B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcf,#VALUE!
SBH,"Sally Beauty Holdings, Inc.",14.12,$1.72B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh,#VALUE!
TUP,Tupperware Brands Corporation,33.66,$1.72B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/tup,#VALUE!
WD,"Walker & Dunlop, Inc.",55.36,$1.72B,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wd,#VALUE!
BCC,"Boise Cascade, L.L.C.",44.4,$1.73B,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bcc,#VALUE!
ESE,ESCO Technologies Inc.,66.95,$1.73B,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ese,#VALUE!
PVG,"Pretium Resources, Inc.",9.45,$1.73B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pvg,#VALUE!
HF,"HFF, Inc.",44.5,$1.74B,2007,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/hf,#VALUE!
MDC,"M.D.C. Holdings, Inc.",31.02,$1.74B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc,#VALUE!
MSGN,MSG Networks Inc.,23.05,$1.74B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/msgn,#VALUE!
ATU,Actuant Corporation,28.7,$1.75B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu,#VALUE!
BDJ,Blackrock Enhanced Equity Dividend Trust,9.35,$1.75B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj,#VALUE!
LTC,"LTC Properties, Inc.",44.24,$1.75B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc,#VALUE!
EURN,Euronav NV,8.05,$1.76B,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/eurn,#VALUE!
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,24.11,$1.76B,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt,#VALUE!
EVTC,"Evertec, Inc.",24.3,$1.76B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/evtc,#VALUE!
PDI,PIMCO Dynamic Income Fund,32.42,$1.76B,2012,n/a,n/a,https://www.nasdaq.com/symbol/pdi,#VALUE!
GZT,Gazit-Globe Ltd.,9.12,$1.77B,2011,Finance,Real Estate,https://www.nasdaq.com/symbol/gzt,#VALUE!
HUD,Hudson Ltd.,19.25,$1.78B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/hud,#VALUE!
INT,World Fuel Services Corporation,26.24,$1.78B,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/int,#VALUE!
WMS,"Advanced Drainage Systems, Inc.",31.35,$1.78B,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms,#VALUE!
CZZ,Cosan Limited,7.36,$1.79B,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz,#VALUE!
IVR,INVESCO MORTGAGE CAPITAL INC,16.04,$1.79B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ivr,#VALUE!
SSTK,"Shutterstock, Inc.",51.26,$1.79B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk,#VALUE!
MTH,Meritage Corporation,41.8,$1.7B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth,#VALUE!
PFS,"Provident Financial Services, Inc",25.35,$1.7B,2003,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pfs,#VALUE!
MRC,MRC Global Inc.,20.15,$1.81B,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mrc,#VALUE!
SFL,Ship Finance International Limited,14.75,$1.81B,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl,#VALUE!
AAT,"American Assets Trust, Inc.",38.61,$1.82B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat,#VALUE!
ARCH,"Arch Coal, Inc.",88.17,$1.82B,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch,#VALUE!
CLI,Mack-Cali Realty Corporation,20.21,$1.82B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli,#VALUE!
GCP,GCP Applied Technologies Inc.,25.3,$1.82B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gcp,#VALUE!
TROX,Tronox Limited,14.88,$1.82B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/trox,#VALUE!
FOE,Ferro Corporation,21.79,$1.83B,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/foe,#VALUE!
ALX,"Alexander&#39;s, Inc.",360.6,$1.84B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx,#VALUE!
DOOR,Masonite International Corporation,66.65,$1.84B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/door,#VALUE!
HMN,Horace Mann Educators Corporation,45,$1.84B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hmn,#VALUE!
MLI,"Mueller Industries, Inc.",31.91,$1.84B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mli,#VALUE!
MWA,Mueller Water Products Inc,11.66,$1.84B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mwa,#VALUE!
NWN,Northwest Natural Gas Company,64.35,$1.85B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nwn,#VALUE!
SDRL,Seadrill Limited,18.49,$1.85B,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl,#VALUE!
SLCA,"U.S. Silica Holdings, Inc.",23.76,$1.85B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/slca,#VALUE!
AXL,"American Axle & Manufacturing Holdings, Inc.",16.63,$1.86B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl,#VALUE!
KAMN,Kaman Corporation,66.55,$1.86B,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/kamn,#VALUE!
EVH,"Evolent Health, Inc",24.05,$1.87B,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/evh,#VALUE!
FDP,"Fresh Del Monte Produce, Inc.",38.44,$1.87B,1997,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/fdp,#VALUE!
GBX,"Greenbrier Companies, Inc. (The)",58.55,$1.88B,1994,Capital Goods,Railroads,https://www.nasdaq.com/symbol/gbx,#VALUE!
LADR,Ladder Capital Corp,16.9,$1.88B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr,#VALUE!
LPI,"Laredo Petroleum, Inc.",7.99,$1.88B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi,#VALUE!
MTOR,"Meritor, Inc.",21.42,$1.88B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor,#VALUE!
BHLB,"Berkshire Hills Bancorp, Inc.",41.7,$1.89B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb,#VALUE!
DNOW,NOW Inc.,17.23,$1.89B,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/dnow,#VALUE!
EAT,"Brinker International, Inc.",43.16,$1.89B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/eat,#VALUE!
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,12.64,$1.89B,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety,#VALUE!
HNI,HNI Corporation,43.34,$1.89B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hni,#VALUE!
AGI,Alamos Gold Inc.,4.63,$1.8B,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi,#VALUE!
CWH,"Camping World Holdings, Inc.",20.51,$1.8B,2016,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cwh,#VALUE!
FSIC,FS Investment Corporation,7.5,$1.8B,2014,n/a,n/a,https://www.nasdaq.com/symbol/fsic,#VALUE!
JPS,Nuveen Preferred & Income Securities Fund,8.81,$1.8B,2002,n/a,n/a,https://www.nasdaq.com/symbol/jps,#VALUE!
FBP,First BanCorp.,8.78,$1.91B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbp,#VALUE!
NVRO,Nevro Corp.,63.65,$1.91B,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvro,#VALUE!
CGG,CGG,2.7526,$1.92B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cgg,#VALUE!
CHSP,Chesapeake Lodging Trust,31.77,$1.92B,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chsp,#VALUE!
WRD,WildHorse Resource Development Corporation,18.98,$1.92B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wrd,#VALUE!
BIG,"Big Lots, Inc.",48.01,$1.94B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big,#VALUE!
BRC,Brady Corporation,37.45,$1.94B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/brc,#VALUE!
FI,Frank&#39;s International N.V.,8.65,$1.94B,2013,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/fi,#VALUE!
PBH,"Prestige Brand Holdings, Inc.",37.54,$1.94B,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pbh,#VALUE!
XON,Intrexon Corporation,14.19,$1.94B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon,#VALUE!
FLOW,"SPX FLOW, Inc.",45.77,$1.95B,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow,#VALUE!
GES,"Guess?, Inc.",24.11,$1.95B,1996,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ges,#VALUE!
NAC,Nuveen California Quality Municipal Income Fund,13.43,$1.95B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nac,#VALUE!
CWT,California Water  Service Group Holding,40.7,$1.96B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwt,#VALUE!
GVA,Granite Construction Incorporated,42.97,$1.96B,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/gva,#VALUE!
NUV,Nuveen AMT-Free Municipal Value Fund,9.47,$1.96B,1987,n/a,n/a,https://www.nasdaq.com/symbol/nuv,#VALUE!
SEMG,Semgroup Corporation,24.85,$1.96B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg,#VALUE!
CARS,Cars.com Inc.,27.4,$1.97B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/cars,#VALUE!
ANF,Abercrombie & Fitch Company,29.26,$1.98B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf,#VALUE!
FBC,"Flagstar Bancorp, Inc.",34.3,$1.98B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fbc,#VALUE!
OIS,"Oil States International, Inc.",32.95,$1.98B,2001,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/ois,#VALUE!
SCL,Stepan Company,87.5,$1.98B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl,#VALUE!
CNS,Cohen & Steers Inc,42.49,$1.99B,2004,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns,#VALUE!
FFG,"FBL Financial Group, Inc.",80.15,$1.99B,1996,Finance,Life Insurance,https://www.nasdaq.com/symbol/ffg,#VALUE!
GDV,Gabelli Dividend,24.12,$1.99B,2003,n/a,n/a,https://www.nasdaq.com/symbol/gdv,#VALUE!
HTH,Hilltop Holdings Inc.,21.09,$1.99B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hth,#VALUE!
UTF,"Cohen & Steers Infrastructure Fund, Inc",23.3,$1.99B,2004,n/a,n/a,https://www.nasdaq.com/symbol/utf,#VALUE!
DRQ,"Dril-Quip, Inc.",50.7,$1.9B,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq,#VALUE!
NBLX,Noble Midstream Partners LP,48.01,$1.9B,2016,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx,#VALUE!
NWL,Newell Brands Inc.,20.65,$10.03B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl,#VALUE!
TTM,Tata Motors Ltd,17.43,$10.07B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm,#VALUE!
LN,LINE Corporation,42.51,$10.12B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln,#VALUE!
VAR,"Varian Medical Systems, Inc.",110.69,$10.13B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/var,#VALUE!
HNP,"Huaneng Power International, Inc.",26.69,$10.14B,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/hnp,#VALUE!
JEC,Jacobs Engineering Group Inc.,71.61,$10.15B,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec,#VALUE!
ASX,"ASE Technology Holding Co., Ltd.",4.79,$10.16B,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx,#VALUE!
IRM,Iron Mountain Incorporated,35.31,$10.1B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irm,#VALUE!
DRE,Duke Realty Corporation,28.6,$10.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre,#VALUE!
IVZ,Invesco Plc,24.99,$10.27B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz,#VALUE!
ATO,Atmos Energy Corporation,92.6,$10.28B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato,#VALUE!
LYV,"Live Nation Entertainment, Inc.",49.17,$10.28B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv,#VALUE!
NRG,"NRG Energy, Inc.",32.83,$10.34B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg,#VALUE!
IFF,"International Flavors & Fragrances, Inc.",131.3,$10.36B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iff,#VALUE!
UDR,"UDR, Inc.",39,$10.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/udr,#VALUE!
COG,Cabot Oil & Gas Corporation,23.72,$10.47B,1990,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cog,#VALUE!
LW,"Lamb Weston Holdings, Inc.",71.7,$10.49B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw,#VALUE!
HEI,Heico Corporation,78.3,$10.4B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hei,#VALUE!
PKG,Packaging Corporation of America,111.42,$10.51B,2000,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/pkg,#VALUE!
TFX,Teleflex Incorporated,231.03,$10.52B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx,#VALUE!
CIB,BanColombia S.A.,44.02,$10.58B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib,#VALUE!
ANDX,Andeavor Logistics LP,49.01,$10.64B,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx,#VALUE!
LDOS,"Leidos Holdings, Inc.",71.06,$10.66B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos,#VALUE!
CX,Cemex S.A.B. de C.V.,7.06,$10.67B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cx,#VALUE!
REG,Regency Centers Corporation,63.38,$10.74B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg,#VALUE!
WAB,Westinghouse Air Brake Technologies Corporation,111.66,$10.75B,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/wab,#VALUE!
FBR,Fibria Celulose S.A.,19.43,$10.76B,1997,Basic Industries,Paper,https://www.nasdaq.com/symbol/fbr,#VALUE!
ALB,Albemarle Corporation,97.33,$10.78B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb,#VALUE!
TV,Grupo Televisa S.A.,18.66,$10.81B,1993,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tv,#VALUE!
BSMX,"Banco Santander (Mexico), S.A., Institucion de Ban",7.98,$10.83B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx,#VALUE!
HII,"Huntington Ingalls Industries, Inc.",243.3,$10.83B,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii,#VALUE!
W,Wayfair Inc.,122.24,$10.89B,2014,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/w,#VALUE!
FNF,"Fidelity National Financial, Inc.",39.72,$10.91B,2014,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fnf,#VALUE!
TAP,Molson Coors Brewing  Company,67.39,$10.97B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/tap,#VALUE!
SNY,Sanofi,41.3,$102.29B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny,#VALUE!
UPS,"United Parcel Service, Inc.",118.98,$102.32B,1999,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ups,#VALUE!
ACN,Accenture plc,161.24,$103.42B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn,#VALUE!
UTX,United Technologies Corporation,132.42,$105.94B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/utx,#VALUE!
GE,General Electric Company,12.35,$107.26B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ge,#VALUE!
CRM,Salesforce.com Inc,146.57,$108.89B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm,#VALUE!
TD,Toronto Dominion Bank (The),59.79,$109.76B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td,#VALUE!
